,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks,Log StarRatings,Log Ticks,Log Avg Stars,Log Length,Log Grade,Log OnToDoLists,Sqrt StarRatings,Sqrt Ticks,Sqrt Avg Stars,Sqrt Length,Sqrt Grade
19,West Face,106143774,1.4,-1.0,15.0,34.01258,-116.16828999999998,5,2,6,5,0.7781512503836435,0.7781512503836435,0.380211241711606,1.2041199826559246,0.0,0.8450980400142567,2.23606797749979,2.23606797749979,1.1832159566199232,3.872983346207417,0.0
20,Descent Route,106143781,1.0,-1.0,18.0,34.01258,-116.16828999999998,4,4,2,5,0.6989700043360187,0.7781512503836435,0.30102999566398114,1.2787536009528289,0.0,0.47712125471966244,2.0,2.23606797749979,1.0,4.242640687119285,0.0
21,Heart-On,106461617,1.0,-1.0,19.0,34.01258,-116.16828999999998,1,1,4,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.301029995663981,0.0,0.6989700043360187,1.0,1.0,1.0,4.358898943540674,0.0
22,The Blazed Trail,106465584,1.0,-1.0,9.0,34.014309999999995,-116.17112,1,1,0,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
23,Van Gogh's Ear,106488621,1.0,-1.0,8.0,34.014309999999995,-116.17112,2,1,2,0,0.47712125471966244,0.0,0.30102999566398114,0.9542425094393249,0.0,0.47712125471966244,1.4142135623730951,0.0,1.0,2.8284271247461903,0.0
24,Deadwood Arete,106491348,1.0,-1.0,10.0,34.014309999999995,-116.17112,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.041392685158225,0.0,0.0,1.0,0.0,1.0,3.1622776601683795,0.0
25,Moonglow,106625546,1.0,-1.0,12.0,34.014309999999995,-116.17112,2,2,3,5,0.47712125471966244,0.7781512503836435,0.30102999566398114,1.1139433523068367,0.0,0.6020599913279623,1.4142135623730951,2.23606797749979,1.0,3.4641016151377544,0.0
26,V for Victory,106625551,1.0,-1.0,12.0,34.014309999999995,-116.17112,2,2,3,7,0.47712125471966244,0.9030899869919434,0.30102999566398114,1.1139433523068367,0.0,0.6020599913279623,1.4142135623730951,2.6457513110645907,1.0,3.4641016151377544,0.0
27,Golden Monkey,106625560,1.0,-1.0,12.0,34.014309999999995,-116.17112,2,1,2,4,0.47712125471966244,0.6989700043360187,0.30102999566398114,1.1139433523068367,0.0,0.47712125471966244,1.4142135623730951,2.0,1.0,3.4641016151377544,0.0
28,Storm King,106625565,1.0,-1.0,12.0,34.014309999999995,-116.17112,2,1,0,4,0.47712125471966244,0.6989700043360187,0.30102999566398114,1.1139433523068367,0.0,0.0,1.4142135623730951,2.0,1.0,3.4641016151377544,0.0
29,Hop Devil,106632860,1.0,-1.0,12.0,34.014309999999995,-116.17112,2,1,0,3,0.47712125471966244,0.6020599913279623,0.30102999566398114,1.1139433523068367,0.0,0.0,1.4142135623730951,1.7320508075688772,1.0,3.4641016151377544,0.0
30,Northwest Arete,106047068,2.4,-1.0,20.0,34.0099,-116.16866,40,8,85,66,1.6127838567197355,1.8260748027008262,0.531478917042255,1.322219294733919,0.0,1.9344984512435675,6.324555320336759,8.12403840463596,1.5491933384829668,4.47213595499958,0.0
31,Descent Route,106143792,1.5,-1.0,15.0,34.0099,-116.16866,17,6,4,25,1.2552725051033058,1.414973347970818,0.3979400086720376,1.2041199826559246,0.0,0.6989700043360187,4.123105625617661,5.0,1.224744871391589,3.872983346207417,0.0
32,Down with the Ship,106143754,1.3,-1.0,18.0,34.01102,-116.16606000000002,6,3,2,10,0.8450980400142567,1.041392685158225,0.3617278360175928,1.2787536009528289,0.0,0.47712125471966244,2.449489742783178,3.1622776601683795,1.140175425099138,4.242640687119285,0.0
33,Turnbuckle Arete,106296025,1.9,-1.0,12.0,34.01102,-116.16606000000002,15,3,9,39,1.2041199826559246,1.6020599913279623,0.462397997898956,1.1139433523068367,0.0,1.0,3.872983346207417,6.244997998398398,1.378404875209022,3.4641016151377544,0.0
34,Turnbuckle Slab,106296817,1.8,-1.0,12.0,34.01102,-116.16606000000002,15,6,4,27,1.2041199826559246,1.447158031342219,0.44715803134221915,1.1139433523068367,0.0,0.6989700043360187,3.872983346207417,5.196152422706632,1.3416407864998738,3.4641016151377544,0.0
35,Turnbuckle Descent,106296822,1.6,-1.0,12.0,34.01102,-116.16606000000002,13,2,3,22,1.1461280356782377,1.3617278360175928,0.4149733479708179,1.1139433523068367,0.0,0.6020599913279623,3.605551275463989,4.69041575982343,1.2649110640673518,3.4641016151377544,0.0
36,Descent Route,106117037,1.7,-1.0,20.0,34.00987,-116.16843,17,3,8,26,1.2552725051033058,1.4313637641589871,0.4313637641589873,1.322219294733919,0.0,0.9542425094393249,4.123105625617661,5.0990195135927845,1.3038404810405297,4.47213595499958,0.0
37,Flakey Boulder Right,106123991,1.2,-1.0,15.0,34.01001,-116.16739,5,3,4,8,0.7781512503836435,0.9542425094393249,0.3424226808222062,1.2041199826559246,0.0,0.6989700043360187,2.23606797749979,2.8284271247461903,1.0954451150103321,3.872983346207417,0.0
38,Hot and Juicy,106126580,2.6,-1.0,17.0,34.01273,-116.16842,14,7,40,20,1.1760912590556811,1.322219294733919,0.5563025007672872,1.2552725051033058,0.0,1.6127838567197355,3.7416573867739413,4.47213595499958,1.61245154965971,4.123105625617661,0.0
39,Fat Flake,106126617,1.5,-1.0,14.0,34.01273,-116.16842,4,3,3,6,0.6989700043360187,0.8450980400142567,0.3979400086720376,1.1760912590556811,0.0,0.6020599913279623,2.0,2.449489742783178,1.224744871391589,3.7416573867739413,0.0
40,South Face,106072550,1.4,-1.0,17.0,34.01428,-116.15827,15,6,16,19,1.2041199826559246,1.301029995663981,0.380211241711606,1.2552725051033058,0.0,1.2304489213782739,3.872983346207417,4.358898943540674,1.1832159566199232,4.123105625617661,0.0
41,Manx,106115224,1.9,-1.0,16.0,34.01428,-116.15827,18,5,24,39,1.2787536009528289,1.6020599913279623,0.462397997898956,1.2304489213782739,0.0,1.3979400086720375,4.242640687119285,6.244997998398398,1.378404875209022,4.0,0.0
42,The Womb,106051737,2.5,-1.0,13.0,34.01417,-116.15807,60,17,201,127,1.785329835010767,2.107209969647868,0.5440680443502756,1.1461280356782377,0.0,2.305351369446624,7.745966692414834,11.269427669584644,1.5811388300841898,3.605551275463989,0.0
43,At Your Cervix,114302640,2.0,-1.0,20.0,34.01417,-116.15807,1,0,5,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,1.322219294733919,0.0,0.7781512503836435,1.0,1.0,1.4142135623730951,4.47213595499958,0.0
44,Unnamed .6,1144325366,1.3,-1.0,8.0,34.01398,-116.15438999999999,4,1,2,5,0.6989700043360187,0.7781512503836435,0.3617278360175928,0.9542425094393249,0.0,0.47712125471966244,2.0,2.23606797749979,1.140175425099138,2.8284271247461903,0.0
45,Nebula,106046667,1.7,-1.0,15.0,34.013459999999995,-116.15442,12,2,11,25,1.1139433523068367,1.414973347970818,0.4313637641589873,1.2041199826559246,0.0,1.0791812460476247,3.4641016151377544,5.0,1.3038404810405297,3.872983346207417,0.0
46,Ceres,106046686,1.7,-1.0,15.0,34.013459999999995,-116.15442,15,2,7,29,1.2041199826559246,1.4771212547196624,0.4313637641589873,1.2041199826559246,0.0,0.9030899869919434,3.872983346207417,5.385164807134504,1.3038404810405297,3.872983346207417,0.0
47,Pioneer,106046757,1.4,-1.0,15.0,34.013459999999995,-116.15442,13,2,4,25,1.1461280356782377,1.414973347970818,0.380211241711606,1.2041199826559246,0.0,0.6989700043360187,3.605551275463989,5.0,1.1832159566199232,3.872983346207417,0.0
48,Juno,107428319,1.2,-1.0,15.0,34.013459999999995,-116.15442,5,2,1,14,0.7781512503836435,1.1760912590556811,0.3424226808222062,1.2041199826559246,0.0,0.30102999566398114,2.23606797749979,3.7416573867739413,1.0954451150103321,3.872983346207417,0.0
49,unknown,106647273,1.0,-1.0,20.0,34.013459999999995,-116.15442,1,1,1,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.322219294733919,0.0,0.30102999566398114,1.0,1.0,1.0,4.47213595499958,0.0
50,Yacumama,106275816,1.0,-1.0,20.0,34.013459999999995,-116.15442,1,1,6,0,0.30102999566398114,0.0,0.30102999566398114,1.322219294733919,0.0,0.8450980400142567,1.0,0.0,1.0,4.47213595499958,0.0
51,Hershey Kiss Off,106315286,1.5,-1.0,10.0,34.14302,-116.31326000000001,2,1,8,2,0.47712125471966244,0.47712125471966244,0.3979400086720376,1.041392685158225,0.0,0.9542425094393249,1.4142135623730951,1.4142135623730951,1.224744871391589,3.1622776601683795,0.0
52,Descent Route,111704760,1.2,-1.0,16.0,34.0184,-116.16365,5,2,2,5,0.7781512503836435,0.7781512503836435,0.3424226808222062,1.2304489213782739,0.0,0.47712125471966244,2.23606797749979,2.23606797749979,1.0954451150103321,4.0,0.0
53,Northeast Corner,105725299,1.5,-1.0,20.0,34.0184,-116.16365,2,1,4,2,0.47712125471966244,0.47712125471966244,0.3979400086720376,1.322219294733919,0.0,0.6989700043360187,1.4142135623730951,1.4142135623730951,1.224744871391589,4.47213595499958,0.0
54,Morsel,106382726,1.6,-1.0,10.0,34.01672,-116.16391999999999,7,3,2,6,0.9030899869919434,0.8450980400142567,0.4149733479708179,1.041392685158225,0.0,0.47712125471966244,2.6457513110645907,2.449489742783178,1.2649110640673518,3.1622776601683795,0.0
55,Snack,106382737,1.6,-1.0,10.0,34.01672,-116.16391999999999,8,4,3,9,0.9542425094393249,1.0,0.4149733479708179,1.041392685158225,0.0,0.6020599913279623,2.8284271247461903,3.0,1.2649110640673518,3.1622776601683795,0.0
56,Tidbit,106382747,1.6,-1.0,10.0,34.01672,-116.16391999999999,5,2,5,2,0.7781512503836435,0.47712125471966244,0.4149733479708179,1.041392685158225,0.0,0.7781512503836435,2.23606797749979,1.4142135623730951,1.2649110640673518,3.1622776601683795,0.0
57,Dollop,106385988,1.3,-1.0,10.0,34.01672,-116.16391999999999,9,4,2,8,1.0,0.9542425094393249,0.3617278360175928,1.041392685158225,0.0,0.47712125471966244,3.0,2.8284271247461903,1.140175425099138,3.1622776601683795,0.0
58,Snack Attack,106386022,1.7,-1.0,10.0,34.01672,-116.16391999999999,6,2,1,4,0.8450980400142567,0.6989700043360187,0.4313637641589873,1.041392685158225,0.0,0.30102999566398114,2.449489742783178,2.0,1.3038404810405297,3.1622776601683795,0.0
59,Snack Crackle Pop,106387052,1.3,-1.0,8.0,34.01672,-116.16391999999999,3,1,1,1,0.6020599913279623,0.30102999566398114,0.3617278360175928,0.9542425094393249,0.0,0.30102999566398114,1.7320508075688772,1.0,1.140175425099138,2.8284271247461903,0.0
60,Snack Trap,106387057,1.3,-1.0,8.0,34.01672,-116.16391999999999,4,1,0,1,0.6989700043360187,0.30102999566398114,0.3617278360175928,0.9542425094393249,0.0,0.0,2.0,1.0,1.140175425099138,2.8284271247461903,0.0
61,Knuckle Cracker,106463958,2.1,-1.0,20.0,34.0184,-116.16365,14,3,41,25,1.1760912590556811,1.414973347970818,0.49136169383427264,1.322219294733919,0.0,1.6232492903979003,3.7416573867739413,5.0,1.449137674618944,4.47213595499958,0.0
62,Pothole Problem  2,1097925792,1.6,-1.0,12.0,34.016259999999996,-116.16212,24,4,16,68,1.3979400086720375,1.8388490907372552,0.4149733479708179,1.1139433523068367,0.0,1.2304489213782739,4.898979485566356,8.246211251235321,1.2649110640673518,3.4641016151377544,0.0
63,Pothole Mantel  2,1097925862,1.7,-1.0,12.0,34.016259999999996,-116.16212,13,2,6,34,1.1461280356782377,1.5440680443502754,0.4313637641589873,1.1139433523068367,0.0,0.8450980400142567,3.605551275463989,5.830951894845301,1.3038404810405297,3.4641016151377544,0.0
64,Pothole Arete,109792593,1.5,-1.0,12.0,34.016259999999996,-116.16212,15,2,6,42,1.2041199826559246,1.6334684555795864,0.3979400086720376,1.1139433523068367,0.0,0.8450980400142567,3.872983346207417,6.48074069840786,1.224744871391589,3.4641016151377544,0.0
65,Pothole Slab,109792599,1.6,-1.0,13.0,34.016259999999996,-116.16212,18,2,9,51,1.2787536009528289,1.716003343634799,0.4149733479708179,1.1461280356782377,0.0,1.0,4.242640687119285,7.14142842854285,1.2649110640673518,3.605551275463989,0.0
66,Desert Rat Crack,109792606,2.1,-1.0,14.0,34.016259999999996,-116.16212,22,4,40,59,1.3617278360175928,1.7781512503836434,0.49136169383427264,1.1760912590556811,0.0,1.6127838567197355,4.69041575982343,7.681145747868608,1.449137674618944,3.7416573867739413,0.0
67,Paddler,106169373,1.6,-1.0,15.0,34.01999,-116.16161000000001,36,14,10,83,1.5682017240669948,1.9242792860618814,0.4149733479708179,1.2041199826559246,0.0,1.041392685158225,6.0,9.1104335791443,1.2649110640673518,3.872983346207417,0.0
68,Pinhead Traverse,106292515,1.6,-1.0,10.0,34.01999,-116.16161000000001,54,19,14,127,1.7403626894942439,2.107209969647868,0.4149733479708179,1.041392685158225,0.0,1.1760912590556811,7.3484692283495345,11.269427669584644,1.2649110640673518,3.1622776601683795,0.0
69,Scoops,106224147,1.6,-1.0,13.0,34.01824000000001,-116.16346000000001,18,5,14,39,1.2787536009528289,1.6020599913279623,0.4149733479708179,1.1461280356782377,0.0,1.1760912590556811,4.242640687119285,6.244997998398398,1.2649110640673518,3.605551275463989,0.0
70,Big Lizard in my Backyard,106067212,1.5,-1.0,10.0,34.0202,-116.165,24,7,4,53,1.3979400086720375,1.7323937598229684,0.3979400086720376,1.041392685158225,0.0,0.6989700043360187,4.898979485566356,7.280109889280518,1.224744871391589,3.1622776601683795,0.0
71,Mr. H,105725473,1.9,-1.0,12.0,34.0204,-116.16556000000001,49,13,9,108,1.6989700043360185,2.0374264979406234,0.462397997898956,1.1139433523068367,0.0,1.0,7.0,10.392304845413264,1.378404875209022,3.4641016151377544,0.0
72,Voices Arete,105725476,1.9,-1.0,12.0,34.0204,-116.16556000000001,45,12,8,88,1.6627578316815739,1.9493900066449126,0.462397997898956,1.1139433523068367,0.0,0.9542425094393249,6.708203932499369,9.38083151964686,1.378404875209022,3.4641016151377544,0.0
73,West Face,106044167,2.2,-1.0,15.0,34.0202,-116.165,19,3,7,53,1.301029995663981,1.7323937598229684,0.5051499783199059,1.2041199826559246,0.0,0.9030899869919434,4.358898943540674,7.280109889280518,1.4832396974191326,3.872983346207417,0.0
74,The Egg Timer,106044195,1.5,-1.0,10.0,34.0202,-116.165,11,2,6,13,1.0791812460476247,1.1461280356782377,0.3979400086720376,1.041392685158225,0.0,0.8450980400142567,3.3166247903554,3.605551275463989,1.224744871391589,3.1622776601683795,0.0
75,West Face Arete,107996033,1.4,-1.0,9.0,34.0202,-116.165,7,2,3,13,0.9030899869919434,1.1461280356782377,0.380211241711606,1.0,0.0,0.6020599913279623,2.6457513110645907,3.605551275463989,1.1832159566199232,3.0,0.0
76,West Face - Right,107996040,1.7,-1.0,11.0,34.0202,-116.165,12,3,3,26,1.1139433523068367,1.4313637641589871,0.4313637641589873,1.0791812460476247,0.0,0.6020599913279623,3.4641016151377544,5.0990195135927845,1.3038404810405297,3.3166247903554,0.0
77,Without a Trace,106130796,1.0,-1.0,20.0,34.0202,-116.165,1,1,1,0,0.30102999566398114,0.0,0.30102999566398114,1.322219294733919,0.0,0.30102999566398114,1.0,0.0,1.0,4.47213595499958,0.0
78,Scudder Slab B,109150860,0.9,-1.0,10.0,34.01896,-116.16561999999999,7,4,0,7,0.9030899869919434,0.9030899869919434,0.2787536009528289,1.041392685158225,0.0,0.0,2.6457513110645907,2.6457513110645907,0.9486832980505138,3.1622776601683795,0.0
79,Problem A,112453955,1.0,-1.0,12.0,34.01907,-116.16609,2,1,2,2,0.47712125471966244,0.47712125471966244,0.30102999566398114,1.1139433523068367,0.0,0.47712125471966244,1.4142135623730951,1.4142135623730951,1.0,3.4641016151377544,0.0
80,Problem C,112453976,1.3,-1.0,13.0,34.01907,-116.16609,3,2,2,2,0.6020599913279623,0.47712125471966244,0.3617278360175928,1.1461280356782377,0.0,0.47712125471966244,1.7320508075688772,1.4142135623730951,1.140175425099138,3.605551275463989,0.0
81,Problem D,112453979,1.0,-1.0,12.0,34.01907,-116.16609,1,1,1,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.1139433523068367,0.0,0.30102999566398114,1.0,1.0,1.0,3.4641016151377544,0.0
82,Hooker on Crack,112454187,1.0,-1.0,12.0,34.019290000000005,-116.16592,1,1,1,0,0.30102999566398114,0.0,0.30102999566398114,1.1139433523068367,0.0,0.30102999566398114,1.0,0.0,1.0,3.4641016151377544,0.0
83,Wannabe,106157170,1.2,-1.0,10.0,33.984140000000004,-116.1525,20,7,8,32,1.322219294733919,1.5185139398778873,0.3424226808222062,1.041392685158225,0.0,0.9542425094393249,4.47213595499958,5.656854249492381,1.0954451150103321,3.1622776601683795,0.0
84,Dreaming of the Mantel,106742669,1.0,-1.0,20.0,33.983000000000004,-116.1545,2,1,1,3,0.47712125471966244,0.6020599913279623,0.30102999566398114,1.322219294733919,0.0,0.30102999566398114,1.4142135623730951,1.7320508075688772,1.0,4.47213595499958,0.0
85,Lumpy,105789399,1.1,-1.0,15.0,34.06265,-116.22634,8,4,4,23,0.9542425094393249,1.380211241711606,0.32221929473391925,1.2041199826559246,0.0,0.6989700043360187,2.8284271247461903,4.795831523312719,1.0488088481701516,3.872983346207417,0.0
86,Mini-Arete,105789405,1.4,-1.0,10.0,34.06265,-116.22634,14,7,4,34,1.1760912590556811,1.5440680443502754,0.380211241711606,1.041392685158225,0.0,0.6989700043360187,3.7416573867739413,5.830951894845301,1.1832159566199232,3.1622776601683795,0.0
87,Mini-Slab,105789408,1.4,-1.0,10.0,34.06265,-116.22634,12,6,3,25,1.1139433523068367,1.414973347970818,0.380211241711606,1.041392685158225,0.0,0.6020599913279623,3.4641016151377544,5.0,1.1832159566199232,3.1622776601683795,0.0
88,Rotten Teeth,109990589,1.0,-1.0,8.0,34.06265,-116.22634,3,2,3,5,0.6020599913279623,0.7781512503836435,0.30102999566398114,0.9542425094393249,0.0,0.6020599913279623,1.7320508075688772,2.23606797749979,1.0,2.8284271247461903,0.0
89,Problem A,109989591,1.0,-1.0,9.0,34.06265,-116.22634,1,1,1,6,0.30102999566398114,0.8450980400142567,0.30102999566398114,1.0,0.0,0.30102999566398114,1.0,2.449489742783178,1.0,3.0,0.0
90,Sinfully Delicious,105789836,1.3,-1.0,13.0,34.06265,-116.22634,11,7,10,22,1.0791812460476247,1.3617278360175928,0.3617278360175928,1.1461280356782377,0.0,1.041392685158225,3.3166247903554,4.69041575982343,1.140175425099138,3.605551275463989,0.0
91,The Choc-o-Roach,109989767,2.5,-1.0,13.0,34.060159999999996,-116.2243,2,1,9,5,0.47712125471966244,0.7781512503836435,0.5440680443502756,1.1461280356782377,0.0,1.0,1.4142135623730951,2.23606797749979,1.5811388300841898,3.605551275463989,0.0
92,Problem A,109989773,1.0,-1.0,11.0,34.060159999999996,-116.2243,1,1,3,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.0791812460476247,0.0,0.6020599913279623,1.0,1.7320508075688772,1.0,3.3166247903554,0.0
93,Warm-Down,105790040,1.0,-0.75,10.0,34.0752,-116.24196,4,3,0,5,0.6989700043360187,0.7781512503836435,0.30102999566398114,1.041392685158225,0.0969100130080564,0.0,2.0,2.23606797749979,1.0,3.1622776601683795,0.5
94,Hoffmans Highman,105790049,1.0,-0.75,20.0,34.0752,-116.24196,1,1,0,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.322219294733919,0.0969100130080564,0.0,1.0,1.0,1.0,4.47213595499958,0.5
95,Problem A,110049039,1.0,-1.0,10.0,34.07526,-116.24197,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.0,0.0,1.0,1.4142135623730951,1.0,3.1622776601683795,0.0
96,Zygote,106622306,1.0,-1.0,10.0,34.0808,-116.2462,1,1,1,0,0.30102999566398114,0.0,0.30102999566398114,1.041392685158225,0.0,0.30102999566398114,1.0,0.0,1.0,3.1622776601683795,0.0
97,Blastula,106622312,1.0,-1.0,15.0,34.0808,-116.2462,2,1,0,1,0.47712125471966244,0.30102999566398114,0.30102999566398114,1.2041199826559246,0.0,0.0,1.4142135623730951,1.0,1.0,3.872983346207417,0.0
98,Primer,106069384,1.0,-1.0,15.0,34.0808,-116.2462,1,1,2,0,0.30102999566398114,0.0,0.30102999566398114,1.2041199826559246,0.0,0.47712125471966244,1.0,0.0,1.0,3.872983346207417,0.0
99,Blip,106622250,1.0,-1.0,15.0,34.0808,-116.2462,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.2041199826559246,0.0,0.0,1.0,0.0,1.0,3.872983346207417,0.0
100,Dark Island,106654134,1.0,-1.0,10.0,34.0808,-116.2462,1,1,1,0,0.30102999566398114,0.0,0.30102999566398114,1.041392685158225,0.0,0.30102999566398114,1.0,0.0,1.0,3.1622776601683795,0.0
101,West Entrance Warm-up,106622330,1.0,-1.0,15.0,34.0891,-116.2614,2,2,4,3,0.47712125471966244,0.6020599913279623,0.30102999566398114,1.2041199826559246,0.0,0.6989700043360187,1.4142135623730951,1.7320508075688772,1.0,3.872983346207417,0.0
102,Locker's Chimney,106115815,1.9,-1.0,15.0,34.0402,-116.1978,9,4,5,19,1.0,1.301029995663981,0.462397997898956,1.2041199826559246,0.0,0.7781512503836435,3.0,4.358898943540674,1.378404875209022,3.872983346207417,0.0
103,Hand Crack,106115821,1.4,-1.0,15.0,34.0402,-116.1978,7,2,5,18,0.9030899869919434,1.2787536009528289,0.380211241711606,1.2041199826559246,0.0,0.7781512503836435,2.6457513110645907,4.242640687119285,1.1832159566199232,3.872983346207417,0.0
104,Flake,106115824,1.4,-1.0,15.0,34.0402,-116.1978,8,3,6,21,0.9542425094393249,1.3424226808222062,0.380211241711606,1.2041199826559246,0.0,0.8450980400142567,2.8284271247461903,4.58257569495584,1.1832159566199232,3.872983346207417,0.0
105,Fist Crack,106115828,1.0,-1.0,15.0,34.0402,-116.1978,2,2,5,6,0.47712125471966244,0.8450980400142567,0.30102999566398114,1.2041199826559246,0.0,0.7781512503836435,1.4142135623730951,2.449489742783178,1.0,3.872983346207417,0.0
106,Descent Route,106112875,1.0,-1.0,15.0,34.0398,-116.1943,2,2,0,2,0.47712125471966244,0.47712125471966244,0.30102999566398114,1.2041199826559246,0.0,0.0,1.4142135623730951,1.4142135623730951,1.0,3.872983346207417,0.0
107,Rawhide,106277730,1.0,-1.0,10.0,34.0398,-116.1943,2,1,0,1,0.47712125471966244,0.30102999566398114,0.30102999566398114,1.041392685158225,0.0,0.0,1.4142135623730951,1.0,1.0,3.1622776601683795,0.0
108,Chimney Problem,110049101,1.0,-1.0,20.0,34.08392,-116.23255,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.322219294733919,0.0,0.0,1.0,1.4142135623730951,1.0,4.47213595499958,0.0
