,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks,Log StarRatings,Log Ticks,Log Avg Stars,Log Length,Log Grade,Log OnToDoLists,Sqrt StarRatings,Sqrt Ticks,Sqrt Avg Stars,Sqrt Length,Sqrt Grade
16,Problem B,106277521,2.1,0.0,12.0,37.33004,-118.57901,24,6,16,38,1.3979400086720375,1.591064607026499,0.49136169383427264,1.1139433523068367,0.30102999566398114,1.2304489213782739,4.898979485566356,6.164414002968976,1.449137674618944,3.4641016151377544,1.0
17,Unnamed  3,1070327853,2.5,0.0,18.0,37.32859000000001,-118.57516,16,5,6,40,1.2304489213782739,1.6127838567197355,0.5440680443502756,1.2787536009528289,0.30102999566398114,0.8450980400142567,4.0,6.324555320336759,1.5811388300841898,4.242640687119285,1.0
18,Problem A,106322566,2.0,0.0,15.0,37.32873,-118.57534,41,14,19,74,1.6232492903979003,1.8750612633916997,0.47712125471966244,1.2041199826559246,0.30102999566398114,1.301029995663981,6.4031242374328485,8.602325267042627,1.4142135623730951,3.872983346207417,1.0
19,Hager Arete,105936748,2.6,0.0,15.0,37.33014,-118.57777,25,7,16,43,1.414973347970818,1.6434526764861872,0.5563025007672872,1.2041199826559246,0.30102999566398114,1.2304489213782739,5.0,6.557438524302,1.61245154965971,3.872983346207417,1.0
20,Unnamed Arete,105936754,1.7,0.0,20.0,37.33014,-118.57777,7,1,3,8,0.9030899869919434,0.9542425094393249,0.4313637641589873,1.322219294733919,0.30102999566398114,0.6020599913279623,2.6457513110645907,2.8284271247461903,1.3038404810405297,4.47213595499958,1.0
21,Unnmed,111731481,1.9,0.0,15.0,37.33014,-118.57777,7,2,4,14,0.9030899869919434,1.1760912590556811,0.462397997898956,1.2041199826559246,0.30102999566398114,0.6989700043360187,2.6457513110645907,3.7416573867739413,1.378404875209022,3.872983346207417,1.0
22,Hero Roof,106094805,3.4,0.0,14.0,37.33,-118.5782,387,89,412,722,2.5888317255942073,2.8591382972945305,0.6434526764861874,1.1760912590556811,0.30102999566398114,2.615950051656401,19.672315572906,26.870057685088806,1.8439088914585775,3.7416573867739413,1.0
23,Tall Edgy,115681932,2.5,0.0,24.0,37.32944000000001,-118.57548,2,1,1,4,0.47712125471966244,0.6989700043360187,0.5440680443502756,1.3979400086720375,0.30102999566398114,0.30102999566398114,1.4142135623730951,2.0,1.5811388300841898,4.898979485566356,1.0
24,Northwest Flake,106322549,2.1,0.0,12.0,37.329,-118.5773,41,12,13,66,1.6232492903979003,1.8260748027008262,0.49136169383427264,1.1139433523068367,0.30102999566398114,1.1461280356782377,6.4031242374328485,8.12403840463596,1.449137674618944,3.4641016151377544,1.0
25,Unnamed Slab/Arete,106130723,2.5,0.0,18.0,37.32906,-118.5768,11,2,13,17,1.0791812460476247,1.2552725051033058,0.5440680443502756,1.2787536009528289,0.30102999566398114,1.1461280356782377,3.3166247903554,4.123105625617661,1.5811388300841898,4.242640687119285,1.0
26,Problem C,106336055,2.4,0.0,25.0,37.32878,-118.57687,7,2,5,7,0.9030899869919434,0.9030899869919434,0.531478917042255,1.414973347970818,0.30102999566398114,0.7781512503836435,2.6457513110645907,2.6457513110645907,1.5491933384829668,5.0,1.0
27,Left Facing Arete,114316077,2.5,0.0,12.0,37.32909,-118.57791,4,2,3,3,0.6989700043360187,0.6020599913279623,0.5440680443502756,1.1139433523068367,0.30102999566398114,0.6020599913279623,2.0,1.7320508075688772,1.5811388300841898,3.4641016151377544,1.0
28,Unnamed V0,1064427280,2.4,0.0,20.0,37.32993,-118.57853,43,11,10,92,1.6434526764861872,1.968482948553935,0.531478917042255,1.322219294733919,0.30102999566398114,1.041392685158225,6.557438524302,9.591663046625438,1.5491933384829668,4.47213595499958,1.0
29,Yo! Basecamp,114076356,2.3,0.0,10.0,37.329,-118.57473,8,3,3,11,0.9542425094393249,1.0791812460476247,0.5185139398778874,1.041392685158225,0.30102999566398114,0.6020599913279623,2.8284271247461903,3.3166247903554,1.51657508881031,3.1622776601683795,1.0
30,Natural Melody,112499885,2.5,0.0,30.0,37.33676,-118.57615,2,1,5,2,0.47712125471966244,0.47712125471966244,0.5440680443502756,1.4913616938342726,0.30102999566398114,0.7781512503836435,1.4142135623730951,1.4142135623730951,1.5811388300841898,5.477225575051661,1.0
31,Lifeguard Fantasy,114054347,2.0,0.0,18.0,37.31829000000001,-118.5863,1,1,6,0,0.30102999566398114,0.0,0.47712125471966244,1.2787536009528289,0.30102999566398114,0.8450980400142567,1.0,0.0,1.4142135623730951,4.242640687119285,1.0
32,Problem C,106322544,2.1,0.25,12.0,37.329,-118.5773,22,8,9,42,1.3617278360175928,1.6334684555795864,0.49136169383427264,1.1139433523068367,0.3521825181113625,1.0,4.69041575982343,6.48074069840786,1.449137674618944,3.4641016151377544,1.118033988749895
33,Unnamed Arete,106395524,2.5,0.25,12.0,37.32909,-118.57791,19,6,17,31,1.301029995663981,1.5051499783199058,0.5440680443502756,1.1139433523068367,0.3521825181113625,1.2552725051033058,4.358898943540674,5.5677643628300215,1.5811388300841898,3.4641016151377544,1.118033988749895
34,Sketchpad,107460413,3.8,0.5,30.0,37.2991,-118.5955,10,6,67,5,1.041392685158225,0.7781512503836435,0.6812412373755872,1.4913616938342726,0.3979400086720376,1.8325089127062362,3.1622776601683795,2.23606797749979,1.9493588689617927,5.477225575051661,1.224744871391589
35,The Flake Crack,112499931,3.0,0.5,40.0,37.33711,-118.5759,1,1,4,0,0.30102999566398114,0.0,0.6020599913279623,1.6127838567197355,0.3979400086720376,0.6989700043360187,1.0,0.0,1.7320508075688772,6.324555320336759,1.224744871391589
36,Roadside Crack,107956819,2.4,1.0,20.0,37.3388,-118.5776,30,7,8,42,1.4913616938342726,1.6334684555795864,0.531478917042255,1.322219294733919,0.47712125471966244,0.9542425094393249,5.477225575051661,6.48074069840786,1.5491933384829668,4.47213595499958,1.4142135623730951
37,John Bachar Memorial Problem,112252165,4.0,1.25,25.0,37.33744,-118.57356,5,4,31,5,0.7781512503836435,0.7781512503836435,0.6989700043360187,1.414973347970818,0.5118833609788743,1.5051499783199058,2.23606797749979,2.23606797749979,2.0,5.0,1.5
38,Birthday Left,106027080,2.2,1.0,10.0,37.33004,-118.57901,216,66,75,440,2.3364597338485296,2.644438589467838,0.5051499783199059,1.041392685158225,0.47712125471966244,1.8808135922807911,14.696938456699069,20.97617696340303,1.4832396974191326,3.1622776601683795,1.4142135623730951
39,The Prow Stand Start,114341764,2.7,1.0,16.0,37.33004,-118.57901,7,2,7,18,0.9030899869919434,1.2787536009528289,0.568201724066995,1.2304489213782739,0.47712125471966244,0.9030899869919434,2.6457513110645907,4.242640687119285,1.6431676725154984,4.0,1.4142135623730951
40,Good Morning Sunshine,106094043,3.1,1.0,22.0,37.32859000000001,-118.57516,116,30,81,173,2.0681858617461617,2.2405492482825995,0.6127838567197355,1.3617278360175928,0.47712125471966244,1.9138138523837167,10.770329614269007,13.152946437965905,1.760681686165901,4.69041575982343,1.4142135623730951
41,Unnamed 4,1079873164,1.7,1.0,15.0,37.32859000000001,-118.57516,6,1,4,10,0.8450980400142567,1.041392685158225,0.4313637641589873,1.2041199826559246,0.47712125471966244,0.6989700043360187,2.449489742783178,3.1622776601683795,1.3038404810405297,3.872983346207417,1.4142135623730951
42,Unnamed 5,1079873235,2.2,1.0,15.0,37.32859000000001,-118.57516,5,2,5,11,0.7781512503836435,1.0791812460476247,0.5051499783199059,1.2041199826559246,0.47712125471966244,0.7781512503836435,2.23606797749979,3.3166247903554,1.4832396974191326,3.872983346207417,1.4142135623730951
43,Green Wall Arete,106093952,2.4,1.0,20.0,37.32873,-118.57534,109,38,69,190,2.041392685158225,2.281033367247727,0.531478917042255,1.322219294733919,0.47712125471966244,1.845098040014257,10.44030650891055,13.784048752090222,1.5491933384829668,4.47213595499958,1.4142135623730951
44,Blue Ball Existential,112826595,2.5,1.0,15.0,37.32873,-118.57534,2,1,4,1,0.47712125471966244,0.30102999566398114,0.5440680443502756,1.2041199826559246,0.47712125471966244,0.6989700043360187,1.4142135623730951,1.0,1.5811388300841898,3.872983346207417,1.4142135623730951
45,Problem C,107987405,1.1,1.0,12.0,37.3282,-118.5761,10,2,6,10,1.041392685158225,1.041392685158225,0.32221929473391925,1.1139433523068367,0.47712125471966244,0.8450980400142567,3.1622776601683795,3.1622776601683795,1.0488088481701516,3.4641016151377544,1.4142135623730951
46,Problem A,107987380,2.0,1.0,12.0,37.3282,-118.5762,2,1,8,10,0.47712125471966244,1.041392685158225,0.47712125471966244,1.1139433523068367,0.47712125471966244,0.9542425094393249,1.4142135623730951,3.1622776601683795,1.4142135623730951,3.4641016151377544,1.4142135623730951
47,"Rib, No Rib",111729554,2.5,1.0,12.0,37.33,-118.5782,17,5,29,30,1.2552725051033058,1.4913616938342726,0.5440680443502756,1.1139433523068367,0.47712125471966244,1.4771212547196624,4.123105625617661,5.477225575051661,1.5811388300841898,3.4641016151377544,1.4142135623730951
48,Ay,106100333,2.1,1.0,15.0,37.329,-118.5773,31,6,12,51,1.5051499783199058,1.716003343634799,0.49136169383427264,1.2041199826559246,0.47712125471966244,1.1139433523068367,5.5677643628300215,7.14142842854285,1.449137674618944,3.872983346207417,1.4142135623730951
49,Problem B,108048876,2.1,1.0,15.0,37.329,-118.5773,12,2,7,26,1.1139433523068367,1.4313637641589871,0.49136169383427264,1.2041199826559246,0.47712125471966244,0.9030899869919434,3.4641016151377544,5.0990195135927845,1.449137674618944,3.872983346207417,1.4142135623730951
50,Buttermilk Stem,106130698,3.5,1.0,15.0,37.32906,-118.5768,272,77,400,467,2.436162647040756,2.6702458530741238,0.6532125137753436,1.2041199826559246,0.47712125471966244,2.603144372620182,16.492422502470642,21.61018278497431,1.8708286933869707,3.872983346207417,1.4142135623730951
51,Buttermilk Gem,106130735,3.0,1.25,28.0,37.32878,-118.57687,6,2,15,6,0.8450980400142567,0.8450980400142567,0.6020599913279623,1.462397997898956,0.5118833609788743,1.2041199826559246,2.449489742783178,2.449489742783178,1.7320508075688772,5.291502622129181,1.5
52,Junior's Arete,106130759,2.4,1.0,20.0,37.32878,-118.57687,14,3,11,12,1.1760912590556811,1.1139433523068367,0.531478917042255,1.322219294733919,0.47712125471966244,1.0791812460476247,3.7416573867739413,3.4641016151377544,1.5491933384829668,4.47213595499958,1.4142135623730951
53,Problem A,106322590,2.2,1.0,25.0,37.32878,-118.57687,6,1,5,9,0.8450980400142567,1.0,0.5051499783199059,1.414973347970818,0.47712125471966244,0.7781512503836435,2.449489742783178,3.0,1.4832396974191326,5.0,1.4142135623730951
54,Problem B,106322596,2.1,1.0,20.0,37.32878,-118.57687,8,3,4,12,0.9542425094393249,1.1139433523068367,0.49136169383427264,1.322219294733919,0.47712125471966244,0.6989700043360187,2.8284271247461903,3.4641016151377544,1.449137674618944,4.47213595499958,1.4142135623730951
55,Warm up to Hobbs,114316113,3.0,1.0,12.0,37.32909,-118.57791,2,2,12,4,0.47712125471966244,0.6989700043360187,0.6020599913279623,1.1139433523068367,0.47712125471966244,1.1139433523068367,1.4142135623730951,2.0,1.7320508075688772,3.4641016151377544,1.4142135623730951
56,Unnamed V1,1070300021,2.1,1.0,12.0,37.32993,-118.57853,24,4,11,46,1.3979400086720375,1.6720978579357173,0.49136169383427264,1.1139433523068367,0.47712125471966244,1.0791812460476247,4.898979485566356,6.782329983125268,1.449137674618944,3.4641016151377544,1.4142135623730951
57,The Womb (Birthing Experience),107052779,3.0,1.0,12.0,37.329,-118.57473,129,46,207,236,2.1139433523068365,2.374748346010104,0.6020599913279623,1.1139433523068367,0.47712125471966244,2.3180633349627615,11.357816691600547,15.362291495737216,1.7320508075688772,3.4641016151377544,1.4142135623730951
58,Tubular,114189856,3.0,1.0,12.0,37.32954,-118.57498,1,1,5,0,0.30102999566398114,0.0,0.6020599913279623,1.1139433523068367,0.47712125471966244,0.7781512503836435,1.0,0.0,1.7320508075688772,3.4641016151377544,1.4142135623730951
59,No Chicken,116715500,2.0,1.0,12.0,37.31826,-118.5744,1,1,0,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,1.1139433523068367,0.47712125471966244,0.0,1.0,1.0,1.4142135623730951,3.4641016151377544,1.4142135623730951
60,Ballbuster,112499920,2.0,1.0,20.0,37.33684,-118.57604,1,1,2,0,0.30102999566398114,0.0,0.47712125471966244,1.322219294733919,0.47712125471966244,0.47712125471966244,1.0,0.0,1.4142135623730951,4.47213595499958,1.4142135623730951
61,Boneyard Rail Problem,111715390,2.0,1.0,14.0,37.32143,-118.58055,1,1,1,0,0.30102999566398114,0.0,0.47712125471966244,1.1760912590556811,0.47712125471966244,0.30102999566398114,1.0,0.0,1.4142135623730951,3.7416573867739413,1.4142135623730951
62,The Glass House Arete,114054434,2.0,1.0,20.0,37.31538,-118.5724,1,1,1,0,0.30102999566398114,0.0,0.47712125471966244,1.322219294733919,0.47712125471966244,0.30102999566398114,1.0,0.0,1.4142135623730951,4.47213595499958,1.4142135623730951
63,Unnamed,107347384,2.4,1.25,20.0,37.32881,-118.57469,5,5,10,5,0.7781512503836435,0.7781512503836435,0.531478917042255,1.322219294733919,0.5118833609788743,1.041392685158225,2.23606797749979,2.23606797749979,1.5491933384829668,4.47213595499958,1.5
64,Hunting Dog,108477060,2.3,2.0,12.0,37.3377,-118.5701,18,1,6,22,1.2787536009528289,1.3617278360175928,0.5185139398778874,1.1139433523068367,0.6020599913279623,0.8450980400142567,4.242640687119285,4.69041575982343,1.51657508881031,3.4641016151377544,1.7320508075688772
65,Timothy Leary Presents...,112252241,3.4,2.0,20.0,37.33781,-118.57337,5,3,26,2,0.7781512503836435,0.47712125471966244,0.6434526764861874,1.322219294733919,0.6020599913279623,1.4313637641589871,2.23606797749979,1.4142135623730951,1.8439088914585775,4.47213595499958,1.7320508075688772
66,North Face Direct,106378692,3.3,2.0,20.0,37.32837,-118.57479,21,6,71,30,1.3424226808222062,1.4913616938342726,0.6334684555795864,1.322219294733919,0.6020599913279623,1.8573324964312683,4.58257569495584,5.477225575051661,1.816590212458495,4.47213595499958,1.7320508075688772
67,Birthday Left (SDS),106027084,2.1,2.0,12.0,37.33004,-118.57901,27,5,10,42,1.447158031342219,1.6334684555795864,0.49136169383427264,1.1139433523068367,0.6020599913279623,1.041392685158225,5.196152422706632,6.48074069840786,1.449137674618944,3.4641016151377544,1.7320508075688772
68,The Prow,106131018,2.8,2.0,16.0,37.33004,-118.57901,213,60,100,409,2.3304137733491905,2.6127838567197355,0.57978359661681,1.2304489213782739,0.6020599913279623,2.0043213737826426,14.594519519326424,20.223748416156685,1.6733200530681511,4.0,1.7320508075688772
69,Inner Sanctum,107064103,2.4,2.0,8.0,37.32863,-118.57634,49,12,42,81,1.6989700043360185,1.9138138523837167,0.531478917042255,0.9542425094393249,0.6020599913279623,1.6334684555795864,7.0,9.0,1.5491933384829668,2.8284271247461903,1.7320508075688772
70,Green Wall Essential,105936142,3.1,2.0,20.0,37.32873,-118.57534,287,82,162,493,2.4593924877592306,2.6937269489236466,0.6127838567197355,1.322219294733919,0.6020599913279623,2.2121876044039577,16.941074346097416,22.20360331117452,1.760681686165901,4.47213595499958,1.7320508075688772
71,Monkey Dihedral,106908986,3.3,2.0,17.0,37.32944000000001,-118.57548,71,18,158,108,1.8573324964312683,2.0374264979406234,0.6334684555795864,1.2552725051033058,0.6020599913279623,2.2013971243204513,8.426149773176359,10.392304845413264,1.816590212458495,4.123105625617661,1.7320508075688772
72,Scoop,115381134,2.0,2.0,15.0,37.33057,-118.57834,2,1,0,2,0.47712125471966244,0.47712125471966244,0.47712125471966244,1.2041199826559246,0.6020599913279623,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,3.872983346207417,1.7320508075688772
73,Problem A,106322579,2.6,2.0,15.0,37.32906,-118.5768,16,5,14,24,1.2304489213782739,1.3979400086720375,0.5563025007672872,1.2041199826559246,0.6020599913279623,1.1760912590556811,4.0,4.898979485566356,1.61245154965971,3.872983346207417,1.7320508075688772
74,Hobbs' Problem,106353989,3.0,2.0,15.0,37.32909,-118.57791,25,6,28,37,1.414973347970818,1.57978359661681,0.6020599913279623,1.2041199826559246,0.6020599913279623,1.462397997898956,5.0,6.082762530298219,1.7320508075688772,3.872983346207417,1.7320508075688772
75,The Hunk,106382086,3.7,2.0,20.0,37.32886,-118.57512,182,56,292,267,2.2624510897304293,2.4281347940287885,0.6720978579357174,1.322219294733919,0.6020599913279623,2.4668676203541096,13.490737563232042,16.34013463836819,1.9235384061671346,4.47213595499958,1.7320508075688772
76,Dale's Right,106418652,3.0,2.0,15.0,37.31777,-118.57443,7,2,7,6,0.9030899869919434,0.8450980400142567,0.6020599913279623,1.2041199826559246,0.6020599913279623,0.9030899869919434,2.6457513110645907,2.449489742783178,1.7320508075688772,3.872983346207417,1.7320508075688772
77,"No Words, No Talk",112499909,1.0,2.0,32.0,37.33684,-118.57604,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.5185139398778873,0.6020599913279623,0.0,1.0,0.0,1.0,5.656854249492381,1.7320508075688772
78,Xen,111728209,3.5,2.0,12.0,37.32287,-118.5802,4,1,24,2,0.6989700043360187,0.47712125471966244,0.6532125137753436,1.1139433523068367,0.6020599913279623,1.3979400086720375,2.0,1.4142135623730951,1.8708286933869707,3.4641016151377544,1.7320508075688772
79,Birthday Link,106277567,2.6,2.25,12.0,37.33004,-118.57901,25,7,12,50,1.414973347970818,1.7075701760979363,0.5563025007672872,1.1139433523068367,0.6283889300503115,1.1139433523068367,5.0,7.0710678118654755,1.61245154965971,3.4641016151377544,1.8027756377319946
80,Perry's Pose,111683780,3.0,3.0,10.0,37.3388,-118.5776,2,1,16,2,0.47712125471966244,0.47712125471966244,0.6020599913279623,1.041392685158225,0.6989700043360187,1.2304489213782739,1.4142135623730951,1.4142135623730951,1.7320508075688772,3.1622776601683795,2.0
81,Edge of Reason,111730011,2.2,3.0,13.0,37.32508,-118.58025,6,3,10,6,0.8450980400142567,0.8450980400142567,0.5051499783199059,1.1461280356782377,0.6989700043360187,1.041392685158225,2.449489742783178,2.449489742783178,1.4832396974191326,3.605551275463989,2.0
82,Lidija's Mouth,106589288,3.5,3.0,12.0,37.3377,-118.5701,77,28,171,87,1.8920946026904801,1.9444826721501687,0.6532125137753436,1.1139433523068367,0.6989700043360187,2.2355284469075487,8.774964387392123,9.327379053088816,1.8708286933869707,3.4641016151377544,2.0
83,Bee Sneeze,108087978,3.3,3.0,20.0,37.3378,-118.5725,6,5,17,5,0.8450980400142567,0.7781512503836435,0.6334684555795864,1.322219294733919,0.6989700043360187,1.2552725051033058,2.449489742783178,2.23606797749979,1.816590212458495,4.47213595499958,2.0
84,Scooped Face,108107994,3.0,3.25,25.0,37.3378,-118.5727,6,4,5,4,0.8450980400142567,0.6989700043360187,0.6020599913279623,1.414973347970818,0.7201593034059568,0.7781512503836435,2.449489742783178,2.0,1.7320508075688772,5.0,2.0615528128088303
85,Birthday Direct,106027088,3.3,3.0,12.0,37.33004,-118.57901,239,80,317,391,2.380211241711606,2.5932860670204567,0.6334684555795864,1.1139433523068367,0.6989700043360187,2.5024271199844326,15.459624833740307,19.77371993328519,1.816590212458495,3.4641016151377544,2.0
86,Problem E,106277539,2.5,3.0,12.0,37.33004,-118.57901,8,3,9,14,0.9542425094393249,1.1760912590556811,0.5440680443502756,1.1139433523068367,0.6989700043360187,1.0,2.8284271247461903,3.7416573867739413,1.5811388300841898,3.4641016151377544,2.0
87,Problem F,106277548,2.6,3.0,12.0,37.33004,-118.57901,13,2,8,20,1.1461280356782377,1.322219294733919,0.5563025007672872,1.1139433523068367,0.6989700043360187,0.9542425094393249,3.605551275463989,4.47213595499958,1.61245154965971,3.4641016151377544,2.0
88,Birthday Skyline,106277573,2.5,3.0,12.0,37.33004,-118.57901,68,17,39,86,1.8388490907372552,1.9395192526186182,0.5440680443502756,1.1139433523068367,0.6989700043360187,1.6020599913279623,8.246211251235321,9.273618495495704,1.5811388300841898,3.4641016151377544,2.0
89,Dyno Problem,108048847,2.4,3.0,12.0,37.32863,-118.57634,10,6,5,11,1.041392685158225,1.0791812460476247,0.531478917042255,1.1139433523068367,0.6989700043360187,0.7781512503836435,3.1622776601683795,3.3166247903554,1.5491933384829668,3.4641016151377544,2.0
90,East Rib,107908759,3.5,3.0,30.0,37.32873,-118.57534,15,3,16,15,1.2041199826559246,1.2041199826559246,0.6532125137753436,1.4913616938342726,0.6989700043360187,1.2304489213782739,3.872983346207417,3.872983346207417,1.8708286933869707,5.477225575051661,2.0
91,Roadside Highball,107916146,3.5,3.0,18.0,37.3282,-118.5761,15,3,11,15,1.2041199826559246,1.2041199826559246,0.6532125137753436,1.2787536009528289,0.6989700043360187,1.0791812460476247,3.872983346207417,3.872983346207417,1.8708286933869707,4.242640687119285,2.0
92,Slots,107987370,1.5,3.0,12.0,37.3282,-118.5762,2,1,5,1,0.47712125471966244,0.30102999566398114,0.3979400086720376,1.1139433523068367,0.6989700043360187,0.7781512503836435,1.4142135623730951,1.0,1.224744871391589,3.4641016151377544,2.0
93,Dough Boy,108637157,2.5,3.0,15.0,37.33022,-118.57882,4,1,8,5,0.6989700043360187,0.7781512503836435,0.5440680443502756,1.2041199826559246,0.6989700043360187,0.9542425094393249,2.0,2.23606797749979,1.5811388300841898,3.872983346207417,2.0
94,East Side Story,108367743,3.8,3.0,30.0,37.33057,-118.57834,17,10,100,18,1.2552725051033058,1.2787536009528289,0.6812412373755872,1.4913616938342726,0.6989700043360187,2.0043213737826426,4.123105625617661,4.242640687119285,1.9493588689617927,5.477225575051661,2.0
95,King Tut,105972724,3.3,3.0,17.0,37.329,-118.5773,216,54,209,350,2.3364597338485296,2.545307116465824,0.6334684555795864,1.2552725051033058,0.6989700043360187,2.322219294733919,14.696938456699069,18.708286933869708,1.816590212458495,4.123105625617661,2.0
96,Funky Tut,106077053,3.2,3.0,15.0,37.329,-118.5773,218,48,127,388,2.340444114840118,2.5899496013257073,0.6232492903979004,1.2041199826559246,0.6989700043360187,2.107209969647868,14.7648230602334,19.697715603592208,1.7888543819998317,3.872983346207417,2.0
97,Pope's Problem,109565882,3.3,3.25,25.0,37.33013,-118.5785,8,6,32,5,0.9542425094393249,0.7781512503836435,0.6334684555795864,1.414973347970818,0.7201593034059568,1.5185139398778873,2.8284271247461903,2.23606797749979,1.816590212458495,5.0,2.0615528128088303
98,Dale's Left,106568823,2.7,3.0,18.0,37.31777,-118.57443,3,2,2,2,0.6020599913279623,0.47712125471966244,0.568201724066995,1.2787536009528289,0.6989700043360187,0.47712125471966244,1.7320508075688772,1.4142135623730951,1.6431676725154984,4.242640687119285,2.0
99,Agent Orange,116715318,1.0,3.0,12.0,37.31821,-118.57395,1,1,0,1,0.30102999566398114,0.30102999566398114,0.30102999566398114,1.1139433523068367,0.6989700043360187,0.0,1.0,1.0,1.0,3.4641016151377544,2.0
100,Bone Bulge,111715456,1.0,3.0,14.0,37.32143,-118.58055,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.1760912590556811,0.6989700043360187,0.0,1.0,0.0,1.0,3.7416573867739413,2.0
